,placeid,name,displaylat,displaylon,geometry,lon,lat
0,1,Pertamina,-6.14516,106.89451,POINT (106.89451 -6.14516),106.89451,-6.14516
1,3,Pertamina,-6.202623,106.806137,POINT (106.806137 -6.202623),106.806137,-6.202623
2,4,Pertamina,-6.31114,106.77183,POINT (106.77183 -6.31114),106.77183,-6.31114
3,5,Mandiri Motor,-6.19781,106.76917,POINT (106.76917 -6.19781),106.76917,-6.19781
4,6,Green Nitrogen Spbu,-6.191526067,106.8282918,POINT (106.8282918 -6.191526067),106.8282918,-6.191526067
5,8,Pertamini Ekawati,-6.3504344,106.8197888,POINT (106.8197888 -6.3504344),106.8197888,-6.3504344
6,9,Pertamina,-6.15559,106.8071,POINT (106.8071 -6.15559),106.8071,-6.15559
7,11,Pertamina,-6.14315,106.88986,POINT (106.88986 -6.14315),106.88986,-6.14315
8,12,Abadi Jaya Motor,-6.26212,106.84361,POINT (106.84361 -6.26212),106.84361,-6.26212
9,13,Pertamina,-6.22523,106.841266,POINT (106.841266 -6.22523),106.841266,-6.22523
10,14,Pertamina,-6.2189,106.70686,POINT (106.70686 -6.2189),106.70686,-6.2189
11,15,Grha Pertamina,-6.177874747229239,106.83175,POINT (106.83175 -6.177874747229239),106.83175,-6.177874747229239
12,16,Pertamina,-6.166186665,106.793122954,POINT (106.793122954 -6.166186665),106.793122954,-6.166186665
13,17,Pertamina,-6.28845,106.93926,POINT (106.93926 -6.28845),106.93926,-6.28845
14,18,Pertamina,-6.23365,106.73667,POINT (106.73667 -6.23365),106.73667,-6.23365
15,19,Pertamina,-6.1932,106.89973,POINT (106.89973 -6.1932),106.89973,-6.1932
16,20,Pertamina,-6.32318,106.92371,POINT (106.92371 -6.32318),106.92371,-6.32318
17,21,Shell,-6.215172,106.879678,POINT (106.879678 -6.215172),106.879678,-6.215172
18,22,Pertamina,-6.372462,106.79032,POINT (106.79032 -6.372462),106.79032,-6.372462
19,23,Pertamina,-6.302653,106.858414,POINT (106.858414 -6.302653),106.858414,-6.302653
20,24,Pertamina,-6.149084,106.674226,POINT (106.674226 -6.149084),106.674226,-6.149084
21,25,Pertamina,-6.15295,106.81783,POINT (106.81783 -6.15295),106.81783,-6.15295
22,26,Pertamina,-6.10605899739296,106.74120172571786,POINT (106.74120172571786 -6.10605899739296),106.74120172571786,-6.10605899739296
23,28,Toko Nursaman,-6.315622445480492,106.92437370092989,POINT (106.92437370092989 -6.315622445480492),106.92437370092989,-6.315622445480492
24,29,Shell,-6.381051,106.830837,POINT (106.830837 -6.381051),106.830837,-6.381051
25,30,Pertamina,-6.16166,106.825932,POINT (106.825932 -6.16166),106.825932,-6.16166
26,31,Pertamina,-6.13672,106.89109,POINT (106.89109 -6.13672),106.89109,-6.13672
27,32,Pertamina,-6.202607,106.85615,POINT (106.85615 -6.202607),106.85615,-6.202607
28,33,Shell,-6.22071,106.9609,POINT (106.9609 -6.22071),106.9609,-6.22071
29,34,Pertamina,-6.197597367,106.753370571,POINT (106.753370571 -6.197597367),106.753370571,-6.197597367
30,37,Shell Margonda,-6.380594612622065,106.83233605897321,POINT (106.83233605897321 -6.380594612622065),106.83233605897321,-6.380594612622065
31,39,Shell,-6.166803,106.796548,POINT (106.796548 -6.166803),106.796548,-6.166803
32,40,Pertamina,-6.16605,106.70449,POINT (106.70449 -6.16605),106.70449,-6.16605
33,41,Pertamina,-6.20377,106.71726,POINT (106.71726 -6.20377),106.71726,-6.20377
34,42,Pertamina,-6.290469,106.823484,POINT (106.823484 -6.290469),106.823484,-6.290469
35,43,Pertamina,-6.17498,106.85235,POINT (106.85235 -6.17498),106.85235,-6.17498
36,44,Shell,-6.13842,106.87896,POINT (106.87896 -6.13842),106.87896,-6.13842
37,45,Pertamina,-6.381263423250914,106.80815103970953,POINT (106.80815103970953 -6.381263423250914),106.80815103970953,-6.381263423250914
38,46,Pertamina,-6.23306,106.9658,POINT (106.9658 -6.23306),106.9658,-6.23306
39,47,Pertamina,-6.176248873354672,106.80156985752052,POINT (106.80156985752052 -6.176248873354672),106.80156985752052,-6.176248873354672
40,48,Shell,-6.14804,106.888877,POINT (106.888877 -6.14804),106.888877,-6.14804
41,49,Pertamina,-6.155861,106.79234,POINT (106.79234 -6.155861),106.79234,-6.155861
42,50,Pertamina,-6.305229938822564,106.93710544088307,POINT (106.93710544088307 -6.305229938822564),106.93710544088307,-6.305229938822564
43,51,Sumber Prima. CV,-6.1311,106.88182,POINT (106.88182 -6.1311),106.88182,-6.1311
44,52,Planet Ban Pulo Gebang,-6.200195229096805,106.95624545507476,POINT (106.95624545507476 -6.2001952290968045),106.95624545507476,-6.2001952290968045
45,53,Pertamina,-6.143786,106.922428,POINT (106.922428 -6.143786),106.922428,-6.143786
46,54,Mobil,-6.188739999982818,106.70799446288338,POINT (106.70799446288338 -6.188739999982818),106.70799446288338,-6.188739999982818
47,55,Shell,-6.16671,106.79657,POINT (106.79657 -6.16671),106.79657,-6.16671
48,56,Pertamina,-6.233831,106.876203,POINT (106.876203 -6.233831),106.876203,-6.233831
49,57,Pertamina,-6.299874641415849,106.83317005937234,POINT (106.83317005937234 -6.299874641415849),106.83317005937234,-6.299874641415849
50,58,Pertamina,-6.213101093112431,106.94574579753761,POINT (106.94574579753761 -6.213101093112431),106.94574579753761,-6.213101093112431
51,59,Pertamina,-6.12896,106.90794,POINT (106.90794 -6.12896),106.90794,-6.12896
52,60,Klasik Motor,-6.27759,106.80121,POINT (106.80121 -6.27759),106.80121,-6.27759
53,61,Shell,-6.165096,106.81257,POINT (106.81257 -6.165096),106.81257,-6.165096
54,62,Shell,-6.289937,106.795508,POINT (106.795508 -6.289937),106.795508,-6.289937
55,63,Kurnia Jaya Motor,-6.229445391313816,106.90384614508169,POINT (106.90384614508169 -6.229445391313816),106.90384614508169,-6.229445391313816
56,64,Pertamina,-6.17345,106.67911,POINT (106.67911 -6.17345),106.67911,-6.17345
57,65,Shell,-6.24948,106.94893,POINT (106.94893 -6.24948),106.94893,-6.24948
58,66,Shell,-6.119271,106.675346,POINT (106.675346 -6.119271),106.675346,-6.119271
59,67,Pertamini Bensin Eceran,-6.24794,106.77452,POINT (106.77452 -6.24794),106.77452,-6.24794
60,68,Pertamina Proyek Pengolahan,-6.23328,106.82246,POINT (106.82246 -6.23328),106.82246,-6.23328
61,69,Pertamina,-6.22098,106.96462,POINT (106.96462 -6.22098),106.96462,-6.22098
62,70,Pertamina,-6.25472,106.73728,POINT (106.73728 -6.25472),106.73728,-6.25472
63,71,Warung Bang Jamin,-6.344675553825705,106.84876598282399,POINT (106.84876598282399 -6.344675553825705),106.84876598282399,-6.344675553825705
64,72,Pertamina,-6.24198,106.92038,POINT (106.92038 -6.24198),106.92038,-6.24198
65,73,Pertamina,-6.24783,106.91699,POINT (106.91699 -6.24783),106.91699,-6.24783
66,74,Pertamina,-6.15927994583761,106.69796585659432,POINT (106.69796585659432 -6.15927994583761),106.69796585659432,-6.15927994583761
67,75,Pertamina,-6.21274,106.86155,POINT (106.86155 -6.21274),106.86155,-6.21274
68,76,BP,-6.169722843363644,106.97423550206805,POINT (106.97423550206805 -6.169722843363644),106.97423550206805,-6.169722843363644
69,77,Pertamina,-6.258464562685401,106.92849709205213,POINT (106.92849709205213 -6.258464562685401),106.92849709205213,-6.258464562685401
70,78,Shell,-6.183906,106.944601,POINT (106.944601 -6.183906),106.944601,-6.183906
71,79,Pertamina,-6.13032,106.80568,POINT (106.80568 -6.13032),106.80568,-6.13032
72,80,Pertamina,-6.192356,106.848643,POINT (106.848643 -6.192356),106.848643,-6.192356
73,81,Shell,-6.194295,106.84987,POINT (106.84987 -6.194295),106.84987,-6.194295
74,82,Shell,-6.12919,106.90817,POINT (106.90817 -6.12919),106.90817,-6.12919
75,83,Pertamina,-6.23738,106.922594,POINT (106.922594 -6.23738),106.922594,-6.23738
76,84,Pertamina,-6.13369,106.81718,POINT (106.81718 -6.13369),106.81718,-6.13369
77,85,Shell,-6.209272,106.771031,POINT (106.771031 -6.209272),106.771031,-6.209272
78,86,Pertamina,-6.107296,106.962579,POINT (106.962579 -6.107296),106.962579,-6.107296
79,87,Pertamina,-6.17015,106.81862,POINT (106.81862 -6.17015),106.81862,-6.17015
80,88,Pertamina,-6.130530135,106.729543152,POINT (106.729543152 -6.130530135),106.729543152,-6.130530135
81,89,Coral,-6.14562,106.89236,POINT (106.89236 -6.14562),106.89236,-6.14562
82,90,Pertamina,-6.300219,106.83501,POINT (106.83501 -6.300219),106.83501,-6.300219
83,92,Pertamina,-6.29057,106.88447,POINT (106.88447 -6.29057),106.88447,-6.29057
84,93,Pertamina,-6.23332,106.71918,POINT (106.71918 -6.23332),106.71918,-6.23332
85,94,Pertamina,-6.2426,106.85243,POINT (106.85243 -6.2426),106.85243,-6.2426
86,96,Pertamina,-6.305816,106.916771,POINT (106.916771 -6.305816),106.916771,-6.305816
87,98,Pertamina,-6.15342,106.94023,POINT (106.94023 -6.15342),106.94023,-6.15342
88,99,Shell,-6.157937,106.895952,POINT (106.895952 -6.157937),106.895952,-6.157937
89,100,Shell,-6.18523,106.83597,POINT (106.83597 -6.18523),106.83597,-6.18523
90,101,Pertamina,-6.1348,106.91567,POINT (106.91567 -6.1348),106.91567,-6.1348
91,102,Splu Manyar Permai 9,-6.128908634,106.76874,POINT (106.76874 -6.128908634),106.76874,-6.128908634
92,103,Sunter Timur 1 Kodamar,-6.1551,106.8865,POINT (106.8865 -6.1551),106.8865,-6.1551
93,104,Pertamina,-6.17191,106.75859,POINT (106.75859 -6.17191),106.75859,-6.17191
94,105,Nawilis,-6.250001,106.791923,POINT (106.791923 -6.250001),106.791923,-6.250001
95,106,Shell,-6.19166,106.72664,POINT (106.72664 -6.19166),106.72664,-6.19166
96,107,Pertamina,-6.238731,106.945485,POINT (106.945485 -6.238731),106.945485,-6.238731
97,108,Pertamina,-6.202443018027917,106.905364690971,POINT (106.905364690971 -6.202443018027917),106.905364690971,-6.202443018027917
98,110,Pangkalan Lpg 3kg Pertamina,-6.16096,106.74316,POINT (106.74316 -6.16096),106.74316,-6.16096
99,111,Pertamina,-6.18002,106.76628,POINT (106.76628 -6.18002),106.76628,-6.18002
100,112,Pertamina,-6.30527,106.77295,POINT (106.77295 -6.30527),106.77295,-6.30527
101,113,Pertamina,-6.13308,106.73558,POINT (106.73558 -6.13308),106.73558,-6.13308
102,114,Pertamina,-6.2255811,106.923521,POINT (106.923521 -6.2255811),106.923521,-6.2255811
103,116,Pertamina,-6.15869,106.69402,POINT (106.69402 -6.15869),106.69402,-6.15869
104,117,Alfamrt K863 Sdmt Spbu,-6.15432,106.7398,POINT (106.7398 -6.15432),106.7398,-6.15432
105,118,Pertamina,-6.193317,106.864027,POINT (106.864027 -6.193317),106.864027,-6.193317
106,119,Pertamina,-6.176076,106.867701,POINT (106.867701 -6.176076),106.867701,-6.176076
107,120,Pertamina,-6.130641574416487,106.68787479744233,POINT (106.68787479744233 -6.1306415744164875),106.68787479744233,-6.1306415744164875
108,122,Pertamina,-6.19622,106.76914,POINT (106.76914 -6.19622),106.76914,-6.19622
109,123,Pertamina,-6.17715,106.75758,POINT (106.75758 -6.17715),106.75758,-6.17715
110,125,Pertamina,-6.242744,106.902192,POINT (106.902192 -6.242744),106.902192,-6.242744
111,126,Shell,-6.29225,106.80155,POINT (106.80155 -6.29225),106.80155,-6.29225
112,128,Pertamina,-6.145234,106.895083,POINT (106.895083 -6.145234),106.895083,-6.145234
113,129,Pertamina,-6.227942313517453,106.71769498005767,POINT (106.71769498005767 -6.2279423135174525),106.71769498005767,-6.2279423135174525
114,130,Pertamina,-6.203628,106.797004,POINT (106.797004 -6.203628),106.797004,-6.203628
115,131,Astrido TOYOTA Fatmawati,-6.27961,106.79673,POINT (106.79673 -6.27961),106.79673,-6.27961
116,133,Shell,-6.231066,106.846909,POINT (106.846909 -6.231066),106.846909,-6.231066
117,134,Shell,-6.168733,106.761227,POINT (106.761227 -6.168733),106.761227,-6.168733
118,135,Pertamina,-6.300728,106.869685,POINT (106.869685 -6.300728),106.869685,-6.300728
119,136,Bensin Eceran Ynwa,-6.200572385619085,106.8153613400386,POINT (106.8153613400386 -6.200572385619085),106.8153613400386,-6.200572385619085
120,137,Pertamina,-6.17518,106.83123,POINT (106.83123 -6.17518),106.83123,-6.17518
121,138,Pertamina,-6.23987,106.82602,POINT (106.82602 -6.23987),106.82602,-6.23987
122,139,Pertamina,-6.286008,106.760541,POINT (106.760541 -6.286008),106.760541,-6.286008
123,140,Pertamini,-6.08547,106.70201,POINT (106.70201 -6.08547),106.70201,-6.08547
124,141,Pertamina,-6.2817,106.79411,POINT (106.79411 -6.2817),106.79411,-6.2817
125,142,Shell,-6.125671,106.798402,POINT (106.798402 -6.125671),106.798402,-6.125671
126,143,Pertamina,-6.37418,106.81341,POINT (106.81341 -6.37418),106.81341,-6.37418
127,144,Pertamina,-6.1199,106.95709,POINT (106.95709 -6.1199),106.95709,-6.1199
128,145,Pom Mini,-6.096651823670134,106.6879580753727,POINT (106.6879580753727 -6.096651823670134),106.6879580753727,-6.096651823670134
129,146,Pertamina,-6.30407,106.78207,POINT (106.78207 -6.30407),106.78207,-6.30407
130,148,Pertamina,-6.183203,106.891184,POINT (106.891184 -6.183203),106.891184,-6.183203
131,149,Pertamina,-6.22562,106.71237,POINT (106.71237 -6.22562),106.71237,-6.22562
132,150,Shell,-6.175775,106.956355,POINT (106.956355 -6.175775),106.956355,-6.175775
133,151,Pertamina,-6.17353,106.89098,POINT (106.89098 -6.17353),106.89098,-6.17353
134,152,Pertamina,-6.13164,106.91449,POINT (106.91449 -6.13164),106.91449,-6.13164
135,153,Pertamina,-6.235324,106.877813,POINT (106.877813 -6.235324),106.877813,-6.235324
136,154,Pertamina,-6.301677623081875,106.75137868774371,POINT (106.75137868774371 -6.301677623081875),106.75137868774371,-6.301677623081875
137,155,Pertamina,-6.345148,106.883046,POINT (106.883046 -6.345148),106.883046,-6.345148
138,156,Pertamina,-6.19317,106.97159,POINT (106.97159 -6.19317),106.97159,-6.19317
139,157,Gani Otomotif Service,-6.27308,106.76006,POINT (106.76006 -6.27308),106.76006,-6.27308
140,158,Pertamina,-6.23368,106.82158,POINT (106.82158 -6.23368),106.82158,-6.23368
141,159,Pertamina,-6.292508,106.811641,POINT (106.811641 -6.292508),106.811641,-6.292508
142,160,BP,-6.17772,106.72897,POINT (106.72897 -6.17772),106.72897,-6.17772
143,161,Pertamina,-6.1153224,106.8960202,POINT (106.8960202 -6.1153224),106.8960202,-6.1153224
144,163,Pertamina,-6.25323,106.86443,POINT (106.86443 -6.25323),106.86443,-6.25323
145,165,Toko Intan Arindo,-6.31044618,106.9142472,POINT (106.9142472 -6.31044618),106.9142472,-6.31044618
146,166,Pertamina,-6.162075,106.875303,POINT (106.875303 -6.162075),106.875303,-6.162075
147,167,Pertamina,-6.145254349,106.776509165,POINT (106.776509165 -6.145254349),106.776509165,-6.145254349
148,168,Pertamina,-6.149123,106.838487,POINT (106.838487 -6.149123),106.838487,-6.149123
149,169,Pertamina,-6.27335,106.81892,POINT (106.81892 -6.27335),106.81892,-6.27335
150,170,Pertamina,-6.35373366905616,106.81091268632976,POINT (106.81091268632976 -6.35373366905616),106.81091268632976,-6.35373366905616
151,171,Pertamina Trans Kontinental,-6.182737,106.843412,POINT (106.843412 -6.182737),106.843412,-6.182737
152,172,Pertamina,-6.3325,106.83427,POINT (106.83427 -6.3325),106.83427,-6.3325
153,173,Pertamina,-6.2198,106.86765,POINT (106.86765 -6.2198),106.86765,-6.2198
154,175,Pertamina,-6.186954763,106.725391769,POINT (106.725391769 -6.186954763),106.725391769,-6.186954763
155,176,Pertamina,-6.259504921,106.781984868,POINT (106.781984868 -6.259504921),106.781984868,-6.259504921
156,178,Pertamina,-6.193805,106.887208,POINT (106.887208 -6.193805),106.887208,-6.193805
157,179,Pom Bensin Tmii,-6.295,106.88219,POINT (106.88219 -6.295),106.88219,-6.295
158,180,Shell,-6.21480647261102,106.79451655851,POINT (106.79451655851 -6.21480647261102),106.79451655851,-6.21480647261102
159,181,Pertamina,-6.144652,106.721283,POINT (106.721283 -6.144652),106.721283,-6.144652
160,182,Shell,-6.264283,106.843038,POINT (106.843038 -6.264283),106.843038,-6.264283
161,183,Pertamina,-6.116144747229239,106.78535999999998,POINT (106.78535999999998 -6.116144747229239),106.78535999999998,-6.116144747229239
162,185,Pertamina,-6.11115,106.88346,POINT (106.88346 -6.11115),106.88346,-6.11115
163,186,Shell,-6.24827,106.90737,POINT (106.90737 -6.24827),106.90737,-6.24827
164,187,Pertamina,-6.25187,106.908995,POINT (106.908995 -6.25187),106.908995,-6.25187
165,188,Pertamina,-6.360573109,106.800851289,POINT (106.800851289 -6.360573109),106.800851289,-6.360573109
166,189,Pertamina,-6.1344,106.91618,POINT (106.91618 -6.1344),106.91618,-6.1344
167,190,Pertamina,-6.26297,106.79906,POINT (106.79906 -6.26297),106.79906,-6.26297
168,191,Pertamina,-6.1961,106.87384,POINT (106.87384 -6.1961),106.87384,-6.1961
169,192,Harapan Toko,-6.18503,106.83582,POINT (106.83582 -6.18503),106.83582,-6.18503
170,193,Pertamina,-6.238017142990831,106.77515338818674,POINT (106.77515338818674 -6.238017142990831),106.77515338818674,-6.238017142990831
171,194,Pertamina,-6.16005,106.9745,POINT (106.9745 -6.16005),106.9745,-6.16005
172,195,Shell,-6.146859,106.867034,POINT (106.867034 -6.146859),106.867034,-6.146859
173,196,Pertamina,-6.3182,106.78939,POINT (106.78939 -6.3182),106.78939,-6.3182
174,198,Total,-6.28384,106.79009,POINT (106.79009 -6.28384),106.79009,-6.28384
175,199,Pertamina,-6.242744,106.902199,POINT (106.902199 -6.242744),106.902199,-6.242744
176,200,Pertamina,-6.27986,106.79666,POINT (106.79666 -6.27986),106.79666,-6.27986
177,201,Pertamina,-6.2159,106.97524,POINT (106.97524 -6.2159),106.97524,-6.2159
178,202,Pertamina,-6.32036,106.78362,POINT (106.78362 -6.32036),106.78362,-6.32036
179,203,Gemilang Motor,-6.28747,106.75992,POINT (106.75992 -6.28747),106.75992,-6.28747
180,204,Pertamina,-6.23601,106.93479,POINT (106.93479 -6.23601),106.93479,-6.23601
181,205,Anyesha Sarkar,-6.134069,106.751209,POINT (106.751209 -6.134069),106.751209,-6.134069
182,207,Pertamina,-6.342948164534099,106.77876229575786,POINT (106.77876229575786 -6.342948164534099),106.77876229575786,-6.342948164534099
183,208,Pertamina,-6.32,106.7851,POINT (106.7851 -6.32),106.7851,-6.32
184,209,Akr,-6.08889,106.72024,POINT (106.72024 -6.08889),106.72024,-6.08889
185,210,Idm Fuqi-Daan Mogot No,-6.16072,106.76974,POINT (106.76974 -6.16072),106.76974,-6.16072
186,211,Pertamina,-6.22194,106.70969,POINT (106.70969 -6.22194),106.70969,-6.22194
187,212,Shell,-6.146382,106.835497,POINT (106.835497 -6.146382),106.835497,-6.146382
188,213,Dunia Ac Mobil,-6.23778,106.82688,POINT (106.82688 -6.23778),106.82688,-6.23778
189,214,Pertamina,-6.333795851205207,106.79608270388556,POINT (106.79608270388556 -6.333795851205207),106.79608270388556,-6.333795851205207
190,215,Pertamina Mini,-6.321253053603174,106.93720142708834,POINT (106.93720142708834 -6.321253053603174),106.93720142708834,-6.321253053603174
191,216,Pertamina,-6.198126982047269,106.77155534694549,POINT (106.77155534694549 -6.198126982047269),106.77155534694549,-6.198126982047269
192,218,Shell,-6.265494,106.765794,POINT (106.765794 -6.265494),106.765794,-6.265494
193,219,Pertamina,-6.17406,106.85363,POINT (106.85363 -6.17406),106.85363,-6.17406
194,220,Shell,-6.12919,106.90817,POINT (106.90817 -6.12919),106.90817,-6.12919
195,221,Pertamina,-6.17867,106.72884,POINT (106.72884 -6.17867),106.72884,-6.17867
196,222,Pertamina,-6.24012,106.82081,POINT (106.82081 -6.24012),106.82081,-6.24012
197,223,Pertamina,-6.257123,106.863806,POINT (106.863806 -6.257123),106.863806,-6.257123
198,224,Pertamina,-6.133499,106.730533,POINT (106.730533 -6.133499),106.730533,-6.133499
199,225,Pangkalan Gas Pertamina,-6.20487,106.7876,POINT (106.7876 -6.20487),106.7876,-6.20487
200,226,Shell,-6.160588,106.838023,POINT (106.838023 -6.160588),106.838023,-6.160588
201,227,Pom Bensin,-6.18497,106.84358,POINT (106.84358 -6.18497),106.84358,-6.18497
202,228,Shell,-6.224855,106.852642,POINT (106.852642 -6.224855),106.852642,-6.224855
