,placeid,name,displaylat,displaylon,geometry,lon,lat
398,458,Wisma Kemang,-6.273192103546391,106.81520327934214,POINT (106.81520327934214 -6.273192103546391),106.81520327934214,-6.273192103546391
399,459,Pertamina,-6.244913,106.842519,POINT (106.842519 -6.244913),106.842519,-6.244913
400,460,Shell,-6.256407,106.808301,POINT (106.808301 -6.256407),106.808301,-6.256407
401,461,Pertamina,-6.1743,106.80321,POINT (106.80321 -6.1743),106.80321,-6.1743
402,463,Pt. Jagasutama Nusantara,-6.174255,106.803172,POINT (106.803172 -6.174255),106.803172,-6.174255
403,464,Pertamina,-6.139467,106.847305,POINT (106.847305 -6.139467),106.847305,-6.139467
404,465,Pertamina,-6.352994,106.86239,POINT (106.86239 -6.352994),106.86239,-6.352994
405,466,Pertamina,-6.156692,106.818895,POINT (106.818895 -6.156692),106.818895,-6.156692
406,467,PT Pertamina,-6.171082513781091,106.88707542296878,POINT (106.88707542296878 -6.171082513781091),106.88707542296878,-6.171082513781091
407,470,Pertamina,-6.285646,106.855192,POINT (106.855192 -6.285646),106.855192,-6.285646
408,471,Pertamina,-6.13841,106.86478,POINT (106.86478 -6.13841),106.86478,-6.13841
409,472,PT Pertamina,-6.11557,106.91086,POINT (106.91086 -6.11557),106.91086,-6.11557
410,473,Pertamina,-6.175207,106.848319,POINT (106.848319 -6.175207),106.848319,-6.175207
411,474,Pertamina,-6.37511,106.83205,POINT (106.83205 -6.37511),106.83205,-6.37511
412,475,Pertamina,-6.18497,106.84358,POINT (106.84358 -6.18497),106.84358,-6.18497
413,477,Pertamina,-6.201652470849373,106.9763999062089,POINT (106.9763999062089 -6.201652470849373),106.9763999062089,-6.201652470849373
414,479,Akr,-6.140242060285116,106.76722151216846,POINT (106.76722151216846 -6.140242060285116),106.76722151216846,-6.140242060285116
415,480,Pertamina,-6.215419378212995,106.70992952868717,POINT (106.70992952868717 -6.215419378212995),106.70992952868717,-6.215419378212995
416,481,Pertamina,-6.21145,106.8904,POINT (106.8904 -6.21145),106.8904,-6.21145
417,482,Chandra Wijaya Bengkel,-6.27709,106.9168,POINT (106.9168 -6.27709),106.9168,-6.27709
418,483,Pertamina,-6.158351922116886,106.7652925543562,POINT (106.7652925543562 -6.158351922116886),106.7652925543562,-6.158351922116886
419,484,Bengkel Honda Ahas,-6.281503411,106.950322998,POINT (106.950322998 -6.281503411),106.950322998,-6.281503411
420,485,Pertamina,-6.130456,106.703334,POINT (106.703334 -6.130456),106.703334,-6.130456
421,486,Pertamina,-6.19295,106.87616,POINT (106.87616 -6.19295),106.87616,-6.19295
422,488,Pertamina,-6.198131,106.854851,POINT (106.854851 -6.198131),106.854851,-6.198131
423,489,Pertamina,-6.36963,106.91951,POINT (106.91951 -6.36963),106.91951,-6.36963
424,490,Pertamina,-6.145223,106.776479,POINT (106.776479 -6.145223),106.776479,-6.145223
425,491,Shell,-6.218682407375373,106.70694839866269,POINT (106.70694839866269 -6.218682407375373),106.70694839866269,-6.218682407375373
426,492,Shell,-6.260819,106.815812,POINT (106.815812 -6.260819),106.815812,-6.260819
427,493,Pertamina,-6.1581002,106.766007447,POINT (106.766007447 -6.1581002),106.766007447,-6.1581002
428,494,Pertamina,-6.179652,106.903382,POINT (106.903382 -6.179652),106.903382,-6.179652
429,495,Trimegah Utama. PT,-6.229793668710877,106.85258344021207,POINT (106.85258344021207 -6.229793668710877),106.85258344021207,-6.229793668710877
430,496,Pertamina,-6.180388,106.813534,POINT (106.813534 -6.180388),106.813534,-6.180388
431,497,Pertamina,-6.18918,106.78957,POINT (106.78957 -6.18918),106.78957,-6.18918
432,498,Shell,-6.292728,106.800005,POINT (106.800005 -6.292728),106.800005,-6.292728
433,499,Shell,-6.22668437089264,106.714494178147,POINT (106.714494178147 -6.22668437089264),106.714494178147,-6.22668437089264
434,500,Pertamina,-6.349927915,106.801986637,POINT (106.801986637 -6.349927915),106.801986637,-6.349927915
435,501,Pertamina,-6.22639,106.87966,POINT (106.87966 -6.22639),106.87966,-6.22639
436,502,Pertamina,-6.19818,106.80314,POINT (106.80314 -6.19818),106.80314,-6.19818
437,503,Pertamina,-6.30537,106.91372,POINT (106.91372 -6.30537),106.91372,-6.30537
438,505,BP,-6.15407,106.72113,POINT (106.72113 -6.15407),106.72113,-6.15407
439,506,Pertamina,-6.280819,106.871885,POINT (106.871885 -6.280819),106.871885,-6.280819
440,507,Pertamina,-6.19307155,106.8761914,POINT (106.8761914 -6.19307155),106.8761914,-6.19307155
441,508,Spbu,-6.17178,106.86297,POINT (106.86297 -6.17178),106.86297,-6.17178
442,509,Pertamina,-6.320883,106.836154,POINT (106.836154 -6.320883),106.836154,-6.320883
443,510,Pertamina,-6.235870497803013,106.8445625494287,POINT (106.8445625494287 -6.235870497803013),106.8445625494287,-6.235870497803013
444,511,Pertamina,-6.272113477,106.79734306,POINT (106.79734306 -6.272113477),106.79734306,-6.272113477
445,513,Pertamina,-6.24907736,106.959597355,POINT (106.959597355 -6.24907736),106.959597355,-6.24907736
446,514,Pertamina,-6.130290973862151,106.91125028624516,POINT (106.91125028624516 -6.130290973862151),106.91125028624516,-6.130290973862151
447,515,Pertamina,-6.233715,106.945933,POINT (106.945933 -6.233715),106.945933,-6.233715
448,516,Pertamina,-6.148502,106.916765,POINT (106.916765 -6.148502),106.916765,-6.148502
449,517,Shell,-6.303935,106.840329,POINT (106.840329 -6.303935),106.840329,-6.303935
450,518,Pertamina,-6.30687,106.87558,POINT (106.87558 -6.30687),106.87558,-6.30687
451,519,Pertamina,-6.261725554658883,106.73860906887356,POINT (106.73860906887356 -6.261725554658883),106.73860906887356,-6.261725554658883
452,520,Spbu Pertamina,-6.156546714,106.8798256,POINT (106.8798256 -6.156546714),106.8798256,-6.156546714
453,521,Spbu,-6.16544,106.76346,POINT (106.76346 -6.16544),106.76346,-6.16544
454,522,Lally Sport,-6.1769,106.87434,POINT (106.87434 -6.1769),106.87434,-6.1769
455,523,Pertamina,-6.132397,106.933982,POINT (106.933982 -6.132397),106.933982,-6.132397
456,524,Global Service Teknikindo,-6.192563973838547,106.8672645007951,POINT (106.8672645007951 -6.192563973838547),106.8672645007951,-6.192563973838547
457,525,Pertamina,-6.270080722,106.764919932,POINT (106.764919932 -6.270080722),106.764919932,-6.270080722
458,526,Pertamina,-6.14531,106.88953,POINT (106.88953 -6.14531),106.88953,-6.14531
459,527,Pertamina,-6.289485,106.855751,POINT (106.855751 -6.289485),106.855751,-6.289485
460,528,Pertamina,-6.107217,106.80066,POINT (106.80066 -6.107217),106.80066,-6.107217
461,529,Pertamina,-6.178764997733475,106.74887611663897,POINT (106.74887611663897 -6.178764997733475),106.74887611663897,-6.178764997733475
462,530,Pertamina,-6.135934,106.890965,POINT (106.890965 -6.135934),106.890965,-6.135934
463,531,Pertamina,-6.18552525277076,106.97727999999998,POINT (106.97727999999998 -6.18552525277076),106.97727999999998,-6.18552525277076
464,533,Pertamina,-6.144998778085029,106.7763334913301,POINT (106.7763334913301 -6.1449987780850295),106.7763334913301,-6.1449987780850295
465,535,Pertamina,-6.182947,106.914583,POINT (106.914583 -6.182947),106.914583,-6.182947
466,537,Pertamina,-6.26168,106.75679,POINT (106.75679 -6.26168),106.75679,-6.26168
467,538,Pertamina,-6.146687819611635,106.72883007875785,POINT (106.72883007875785 -6.1466878196116355),106.72883007875785,-6.1466878196116355
468,539,Spbu,-6.152844367,106.916410336,POINT (106.916410336 -6.152844367),106.916410336,-6.152844367
469,540,Pertamina,-6.34013599,106.890913803,POINT (106.890913803 -6.34013599),106.890913803,-6.34013599
470,541,Pertamina,-6.16029,106.83521,POINT (106.83521 -6.16029),106.83521,-6.16029
471,542,Pertamina,-6.176075252770761,106.86748999999999,POINT (106.86748999999999 -6.176075252770761),106.86748999999999,-6.176075252770761
472,543,Pertamina,-6.25287,106.77783,POINT (106.77783 -6.25287),106.77783,-6.25287
473,544,Spbu,-6.19667,106.87481,POINT (106.87481 -6.19667),106.87481,-6.19667
474,545,Pertamina,-6.19228,106.86504,POINT (106.86504 -6.19228),106.86504,-6.19228
475,546,Pertamina,-6.25753,106.76714,POINT (106.76714 -6.25753),106.76714,-6.25753
476,547,Pertamina,-6.10557,106.93083,POINT (106.93083 -6.10557),106.93083,-6.10557
477,548,Pertamina,-6.206544134,106.922955236,POINT (106.922955236 -6.206544134),106.922955236,-6.206544134
478,550,Pertamina,-6.27995,106.90646,POINT (106.90646 -6.27995),106.90646,-6.27995
479,552,Pertamina,-6.166282892431413,106.72838241008192,POINT (106.72838241008192 -6.166282892431413),106.72838241008192,-6.166282892431413
480,553,Pertamina,-6.11436,106.6889,POINT (106.6889 -6.11436),106.6889,-6.11436
481,554,Pertamina,-6.309869999982479,106.87039556849811,POINT (106.87039556849811 -6.309869999982479),106.87039556849811,-6.309869999982479
482,555,Pertamina,-6.28711,106.82589,POINT (106.82589 -6.28711),106.82589,-6.28711
483,556,Tyo Arjuna Cell,-6.188848084278323,106.77141451549885,POINT (106.77141451549885 -6.188848084278323),106.77141451549885,-6.188848084278323
484,557,Pertamini,-6.139730157775571,106.74491623300159,POINT (106.74491623300159 -6.139730157775571),106.74491623300159,-6.139730157775571
485,558,Pertamina,-6.2158539814834,106.76004661984776,POINT (106.76004661984776 -6.2158539814833995),106.76004661984776,-6.2158539814833995
486,559,Pertamina,-6.35207,106.92204,POINT (106.92204 -6.35207),106.92204,-6.35207
487,560,Pertamina,-6.173300462495757,106.83034744722255,POINT (106.83034744722255 -6.173300462495757),106.83034744722255,-6.173300462495757
488,561,Pertamina,-6.197316449094566,106.75167802099253,POINT (106.75167802099253 -6.197316449094566),106.75167802099253,-6.197316449094566
489,562,Shell,-6.28638262431232,106.946038964877,POINT (106.946038964877 -6.28638262431232),106.946038964877,-6.28638262431232
490,563,Pertamina,-6.21455,106.86234,POINT (106.86234 -6.21455),106.86234,-6.21455
491,565,Pertamina,-6.285258118833655,106.8797566237077,POINT (106.8797566237077 -6.285258118833655),106.8797566237077,-6.285258118833655
492,566,Pertamini,-6.15444,106.76917,POINT (106.76917 -6.15444),106.76917,-6.15444
493,567,Pertamina,-6.294984,106.882192,POINT (106.882192 -6.294984),106.882192,-6.294984
494,571,Varia Tas,-6.136,106.8229,POINT (106.8229 -6.136),106.8229,-6.136
495,572,Pertamina,-6.212900381084039,106.84439910134502,POINT (106.84439910134502 -6.212900381084039),106.84439910134502,-6.212900381084039
496,573,Shell,-6.364989,106.833543,POINT (106.833543 -6.364989),106.833543,-6.364989
497,574,Shell,-6.31611632923938,106.836643097093,POINT (106.836643097093 -6.31611632923938),106.836643097093,-6.31611632923938
498,575,Pertamina,-6.221942632,106.8864052,POINT (106.8864052 -6.221942632),106.8864052,-6.221942632
499,576,SPBI Vivo,-6.16654,106.811,POINT (106.811 -6.16654),106.811,-6.16654
500,577,Pertamina,-6.31784,106.89057,POINT (106.89057 -6.31784),106.89057,-6.31784
501,578,Pertamina,-6.164449149550508,106.77656235814327,POINT (106.77656235814327 -6.164449149550508),106.77656235814327,-6.164449149550508
502,579,Pertamina,-6.328865,106.886154,POINT (106.886154 -6.328865),106.886154,-6.328865
503,580,Koronta Snow Wash,-6.224,106.91356,POINT (106.91356 -6.224),106.91356,-6.224
504,581,Pertamina,-6.18253,106.71947,POINT (106.71947 -6.18253),106.71947,-6.18253
505,582,SPBU VIVO Tendean,-6.239071,106.818735,POINT (106.818735 -6.239071),106.818735,-6.239071
506,584,Benny motor,-6.22918,106.78,POINT (106.78 -6.22918),106.78,-6.22918
507,585,Pertamina,-6.23287,106.9483,POINT (106.9483 -6.23287),106.9483,-6.23287
508,587,Pertamina,-6.158452,106.901474,POINT (106.901474 -6.158452),106.901474,-6.158452
509,588,Pertamina,-6.328965,106.825382,POINT (106.825382 -6.328965),106.825382,-6.328965
510,589,Pertamina,-6.384869742513791,106.88284470881425,POINT (106.88284470881425 -6.384869742513791),106.88284470881425,-6.384869742513791
511,590,Spbt Sunter Lant 3,-6.15701,106.88645,POINT (106.88645 -6.15701),106.88645,-6.15701
512,591,Pertamina,-6.125,106.82999,POINT (106.82999 -6.125),106.82999,-6.125
513,592,Pertamina,-6.15548,106.80707,POINT (106.80707 -6.15548),106.80707,-6.15548
514,594,Pertamina,-6.246243,106.942598,POINT (106.942598 -6.246243),106.942598,-6.246243
515,596,Hori Mdr,-6.19713,106.73238,POINT (106.73238 -6.19713),106.73238,-6.19713
516,597,Pertamina,-6.304053376555986,106.84357071282362,POINT (106.84357071282362 -6.304053376555986),106.84357071282362,-6.304053376555986
517,599,Total,-6.24949,106.95193,POINT (106.95193 -6.24949),106.95193,-6.24949
518,600,Pertamina,-6.34805,106.87589,POINT (106.87589 -6.34805),106.87589,-6.34805
519,601,Pertamina,-6.345094,106.883065,POINT (106.883065 -6.345094),106.883065,-6.345094
520,602,Pertamina,-6.20933,106.87425,POINT (106.87425 -6.20933),106.87425,-6.20933
521,603,Vivo,-6.369413864586135,106.88718738942262,POINT (106.88718738942262 -6.369413864586135),106.88718738942262,-6.369413864586135
522,605,Shell,-6.184469,106.736548,POINT (106.736548 -6.184469),106.736548,-6.184469
523,607,Shell,-6.249522,106.94902,POINT (106.94902 -6.249522),106.94902,-6.249522
524,608,Pertamina,-6.11414,106.68054,POINT (106.68054 -6.11414),106.68054,-6.11414
525,609,BP,-6.16971,106.9742,POINT (106.9742 -6.16971),106.9742,-6.16971
526,610,Kusuma Motor,-6.19415,106.9576,POINT (106.9576 -6.19415),106.9576,-6.19415
527,611,Pertamina,-6.38595,106.86773,POINT (106.86773 -6.38595),106.86773,-6.38595
528,612,Pertamina,-6.14642,106.87373,POINT (106.87373 -6.14642),106.87373,-6.14642
529,614,Pertamina,-6.199751,106.955856,POINT (106.955856 -6.199751),106.955856,-6.199751
530,615,Pertamini,-6.08172,106.69638,POINT (106.69638 -6.08172),106.69638,-6.08172
531,616,Shell,-6.126253163330603,106.7875292820942,POINT (106.7875292820942 -6.1262531633306025),106.7875292820942,-6.1262531633306025
532,617,Kian Mandiri Motor,-6.19868,106.8875,POINT (106.8875 -6.19868),106.8875,-6.19868
533,618,Shell,-6.34268876452988,106.922311728685,POINT (106.922311728685 -6.34268876452988),106.922311728685,-6.34268876452988
534,619,Pertamina,-6.15506,106.71148,POINT (106.71148 -6.15506),106.71148,-6.15506
535,620,Pertamina,-6.208111,106.788057,POINT (106.788057 -6.208111),106.788057,-6.208111
536,621,Pertamina,-6.18632,106.95899,POINT (106.95899 -6.18632),106.95899,-6.18632
537,622,Pertamina,-6.12555,106.80134,POINT (106.80134 -6.12555),106.80134,-6.12555
538,623,Pertamina,-6.34089,106.92956,POINT (106.92956 -6.34089),106.92956,-6.34089
539,624,Shell,-6.185949,106.87482,POINT (106.87482 -6.185949),106.87482,-6.185949
540,625,Pertamina,-6.11671,106.67646,POINT (106.67646 -6.11671),106.67646,-6.11671
541,626,Shell,-6.239651,106.819446,POINT (106.819446 -6.239651),106.819446,-6.239651
542,627,Pertamina,-6.13408,106.75122,POINT (106.75122 -6.13408),106.75122,-6.13408
543,628,Pertamina,-6.30543,106.75809,POINT (106.75809 -6.30543),106.75809,-6.30543
544,629,Pertamina,-6.138389,106.935673,POINT (106.935673 -6.138389),106.935673,-6.138389
545,630,Pertamina,-6.261553,106.828969,POINT (106.828969 -6.261553),106.828969,-6.261553
546,631,Pertamina,-6.32933,106.87702,POINT (106.87702 -6.32933),106.87702,-6.32933
547,632,Shell,-6.159416,106.790671,POINT (106.790671 -6.159416),106.790671,-6.159416
548,633,Shell,-6.248267,106.907398,POINT (106.907398 -6.248267),106.907398,-6.248267
549,634,Pertamina,-6.247216067459679,106.8425632077618,POINT (106.8425632077618 -6.247216067459679),106.8425632077618,-6.247216067459679
550,635,Pertamina,-6.340816,106.874834,POINT (106.874834 -6.340816),106.874834,-6.340816
551,636,Pertamini,-6.3635984,106.8032473,POINT (106.8032473 -6.3635984),106.8032473,-6.3635984
552,637,Pertamina,-6.27077,106.76325,POINT (106.76325 -6.27077),106.76325,-6.27077
553,638,Pertamina,-6.146556,106.885759,POINT (106.885759 -6.146556),106.885759,-6.146556
554,639,Pertamina,-6.169987,106.9429001,POINT (106.9429001 -6.169987),106.9429001,-6.169987
555,640,Pertamina,-6.10687,106.775089,POINT (106.775089 -6.10687),106.775089,-6.10687
556,641,Shell,-6.234072,106.923191,POINT (106.923191 -6.234072),106.923191,-6.234072
557,642,Komplek Pertamina,-6.286265423003467,106.74430681205993,POINT (106.74430681205993 -6.286265423003467),106.74430681205993,-6.286265423003467
558,643,Pertamina,-6.22708092,106.9365394,POINT (106.9365394 -6.22708092),106.9365394,-6.22708092
559,644,Pertamina,-6.313457,106.812437,POINT (106.812437 -6.313457),106.812437,-6.313457
560,645,Shell,-6.28379,106.82655,POINT (106.82655 -6.28379),106.82655,-6.28379
561,646,BP,-6.20022,106.70422,POINT (106.70422 -6.20022),106.70422,-6.20022
562,648,Pertamina,-6.1488,106.72836,POINT (106.72836 -6.1488),106.72836,-6.1488
563,649,Pertamina,-6.15447,106.70479,POINT (106.70479 -6.15447),106.70479,-6.15447
564,650,Pertamina,-6.25146,106.880972,POINT (106.880972 -6.25146),106.880972,-6.25146
565,652,Pertamina,-6.367189185592633,106.91964800926996,POINT (106.91964800926996 -6.3671891855926335),106.91964800926996,-6.3671891855926335
566,653,Pertamina,-6.33507,106.79545,POINT (106.79545 -6.33507),106.79545,-6.33507
567,654,Shell,-6.15596,106.755367,POINT (106.755367 -6.15596),106.755367,-6.15596
568,655,Pertamina,-6.172997,106.861861,POINT (106.861861 -6.172997),106.861861,-6.172997
569,656,Spbu Pertamina,-6.1977,106.7534,POINT (106.7534 -6.1977),106.7534,-6.1977
570,657,Shell,-6.24378,106.8644,POINT (106.8644 -6.24378),106.8644,-6.24378
571,659,Pertamina,-6.2137,106.89332,POINT (106.89332 -6.2137),106.89332,-6.2137
572,660,Pertamina,-6.219234,106.730953,POINT (106.730953 -6.219234),106.730953,-6.219234
573,661,Pertamina,-6.3176,106.79177,POINT (106.79177 -6.3176),106.79177,-6.3176
574,663,Pertamina,-6.23234,106.73276,POINT (106.73276 -6.23234),106.73276,-6.23234
575,664,Pertamina,-6.318375,106.836607,POINT (106.836607 -6.318375),106.836607,-6.318375
576,665,Pertamina,-6.1463,106.83571,POINT (106.83571 -6.1463),106.83571,-6.1463
577,666,Pertamina,-6.35298398,106.862469194,POINT (106.862469194 -6.35298398),106.862469194,-6.35298398
578,667,Shell,-6.091865259489655,106.98298864675044,POINT (106.98298864675044 -6.091865259489655),106.98298864675044,-6.091865259489655
579,668,Pertamina,-6.14304,106.69824,POINT (106.69824 -6.14304),106.69824,-6.14304
580,669,Pertamina,-6.127920787958944,106.89398155646069,POINT (106.89398155646069 -6.127920787958944),106.89398155646069,-6.127920787958944
581,670,Subur Jaya Motor,-6.197292102448888,106.7424749915121,POINT (106.7424749915121 -6.197292102448888),106.7424749915121,-6.197292102448888
582,674,Pertamina,-6.1902,106.79327,POINT (106.79327 -6.1902),106.79327,-6.1902
583,675,Shell,-6.259475,106.781469,POINT (106.781469 -6.259475),106.781469,-6.259475
584,676,Pertamina,-6.2744,106.93531,POINT (106.93531 -6.2744),106.93531,-6.2744
585,677,Pertamina,-6.1664565,106.7872098,POINT (106.7872098 -6.1664565),106.7872098,-6.1664565
586,678,Pertamina,-6.30193,106.85374,POINT (106.85374 -6.30193),106.85374,-6.30193
587,679,Pertamina,-6.30745,106.87817,POINT (106.87817 -6.30745),106.87817,-6.30745
588,680,Shell,-6.22933706886575,106.896365488553,POINT (106.896365488553 -6.22933706886575),106.896365488553,-6.22933706886575
589,681,Shell,-6.165895,106.915027,POINT (106.915027 -6.165895),106.915027,-6.165895
590,683,Pertamina,-6.13121,106.79212,POINT (106.79212 -6.13121),106.79212,-6.13121
591,684,Pertamina,-6.24607,106.90586,POINT (106.90586 -6.24607),106.90586,-6.24607
592,686,Shell,-6.219444,106.778801,POINT (106.778801 -6.219444),106.778801,-6.219444
593,687,Pertamina,-6.212371,106.90024,POINT (106.90024 -6.212371),106.90024,-6.212371
594,688,Shell,-6.23936,106.81917,POINT (106.81917 -6.23936),106.81917,-6.23936
